,Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood,attributes,google_id,google_type,google_reviews
112,94116.0,WEST SUNSET PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,17.16,4.0,91,"3223 Ortega St & 39th Ave San Francisco, CA (37.74899627, -122.49800859)",37.74899627,-122.49800859,size_huge,Outer Sunset,"[Neighborhood Park or Playground, size_huge, Outer Sunset]",ChIJk4qozICHhYARn3RP2NcOtPM,"[park, point_of_interest, establishment]","This park has great turf fields to play soccer. I have only played 7v7 games there so I'm not sure if it is designed for a full sized field but I imagine that it is since you can run about 3 games of 7v7 at a time. There are bathrooms in the building next door which are very convenient. The parking is always pretty easy since it's way out in the Sunset. Getting there takes a while if you're on the bus but it's a nice neighborhood when you get there.There aren't any restaurants right near by so if you need to eat you should research that ahead of time.Playground is nestled between two schools and a library. Has two new play structures and two rope structures over a rubber base. Two tennis courts, 1 basketball court, 1 multi purpose court and a baseball field are behind. Restrooms."
113,94117.0,TANK HILL,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,2.87,5.0,76,"Clarendon San Francisco, CA (37.75994801, -122.44768643)",37.75994801,-122.44768643,size_large,Height/Cole Valley,"[Neighborhood Park or Playground, size_large, Height/Cole Valley]",ChIJGTDJF_59j4ARUraPc7mH_cI,"[park, point_of_interest, establishment]","Beautiful view at the top of the stairs. Windy...very serene. Quick walk to stunning sweeping city views. You can see the Oakland side from one direction and all the way to the Golden Gate Bridge from another. Jagged rocks and wind make this intimate spot feel removed from the city bustle. Very quiet and beautiful. Again, beautiful view.  Love this!!!Tank hill view is so much better than twin peaks and because not a lot of people know about it, the place is usually empty and without tourists.what a fun place to hang out on a clear day or to shelter behind the rock ramparts and watch the fog roll in. you can relax in the middle of the round former tank emplacement and visualize yourself being evacuated by helicopter from the roof of SF"
114,94117.0,GOLDEN GATE PARK,Regional Park,Golden Gate Park,"Koch-Gonzalez, Gloria",gloria.koch-gonzalez@sfgov.org,(415) 831-6307,1031.98,1.0,94,"Stanyan San Francisco, CA (37.76905891, -122.48094821)",37.76905891,-122.48094821,size_huge,Height/Cole Valley,"[Regional Park, size_huge, Height/Cole Valley]",ChIJY_dFYHKHhYARMKc772iLvnE,"[park, point_of_interest, establishment]","One of the great parks I've ever been to. Going here Sunday has a spiritual impact on me. Swing dance, beautiful botanical gardens, all sorts of exercise and relaxation. You really don't want to leave when you're here on a pretty day. It's a pretty park. Lots to do inside and a great place to take the kids. They also have a lake inside the park, accompanied by rowing/canoeing, etc. Or could spend a day if not more wandering the park's interior. Of and they also have a Japanese rose garden inside, but it's not free. Parking is found around the park's exterior The classic Victorian Garden on steroids. This is the iconic example of the well loved Victorian Garden actually. Everything in the park was human planted and cultivated. It sits on top of what was miles of sand dunes in the 1800s. 
DeYoung, arboretum, and the buffalo pens are favorites. Look for the police on horseback! They are great people. Great, well-maintained, park! You can easily spend a whole day here, relaxing away from the noisy city. I like how the park is divided in multiple sections that all have their own feel and look to them. It's fun to see people busking here and there, too.I thought this was an awesome park letting you escape the busy city life of San Francisco. There are lots of trails to walk on and well maintained. The scenery is awesome and the environment around you is great to be in and be a part of. Definitely a great way to escape the big city for some alone time."
115,94117.0,MT OLYMPUS,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.21,8.0,78,"Upper Terrace, San Francisco, CA, (37.76330762, -122.44554051)",37.76330762,-122.44554051,size_huge,Height/Cole Valley,"[Neighborhood Park or Playground, size_huge, Height/Cole Valley]",ChIJ_-jjFgB-j4AR9oV0wqezERM,"[park, point_of_interest, establishment]",Amazingggawesomehidden oasis
116,94117.0,DUBOCE PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,4.31,8.0,113,"Duboce San Francisco, CA (37.769615, -122.43342784)",37.769615,-122.43342784,size_large,Height/Cole Valley,"[Neighborhood Park or Playground, size_large, Height/Cole Valley]",ChIJwXCwC6eAhYARQoWxmx9XoRk,"[park, point_of_interest, establishment]","Looks like a nice park if you have a dog it can get pretty crowdedEven though we have to take the muni to get here, it is so worth it. Duboce park is awesome and my puppy loves it. There is so much space for the dogs to run around and play. Even on a busy evening it never seems over crowded. For the most part it is pretty clean. People are pretty good about cleaning up after their dogs. We met some really nice people and our puppy had a great time. I love this park! It's great for dog-watching, and attracts a more Castro crowd than Mission hipster. 

It's a pretty small space, but it feels tucked away on side streets just near Market street. I go here to snag some sunlight on weeknights or slackline on weekends. On weekends the hill gets a bit more crowded with people having picnics or doing acro yoga. More low key than Dolores Park, where you will find people trying to get your attention with their freestyling or drum circle or costume party.One of the best in the city, sun, dogs, public transit nearby, basketball courts, and plenty of tasty food across the street at Duboce Park Cafe. Let's face it, proximity has a huge weight my judgement call here...But even if I weren't so close by, Duboce would still be up there for my of my favorite weekend destinations.  Fluffy dogs, fluffy grass, and a picnic blanket-- what more could you want?  On warm San Franciscan Saturday afternoons, Duboce is the escape you've always been looking for.  Grab a picnic blanket, a good book, and a snack, and you're set for the afternoon.  Duboce is a neighborhood gem fit for families and dog owners. Stick to Dolores if you're in the mood for youth and people-watching, but if you want someplace a bit less crowded and more intimate (and dog-friendly), go Duboce.  Oh, and don't forget to check out the Harvey Milk center right nearby.  It has restrooms and a good number of arts and crafts courses to choose from."
117,94117.0,ALAMO SQUARE,Neighborhood Park or Playground,PSA 2,"O'Connor, Tom",tom.o'connor@sfgov.org,(415) 218-0259,12.7,5.0,117,"Hayes San Francisco, CA (37.77634875, -122.43467396)",37.77634875,-122.43467396,size_huge,Height/Cole Valley,"[Neighborhood Park or Playground, size_huge, Height/Cole Valley]",ChIJudgZRaWAhYARSP5xZKXpvV8,"[neighborhood, political]",no reviews
118,94117.0,GRATTAN PLAYGROUND,Neighborhood Park or Playground,PSA 2,"O'Connor, Tom",tom.o'connor@sfgov.org,(415) 218-0259,1.52,5.0,104,"1180 Stanyan St San Francisco, CA (37.76259314, -122.45147654)",37.76259314,-122.45147654,size_average,Height/Cole Valley,"[Neighborhood Park or Playground, size_average, Height/Cole Valley]",ChIJx2wy-1WHhYARLqGng5riX1M,[establishment],Old school and awesome.
119,94117.0,BUENA VISTA PARK,Regional Park,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,36.08,8.0,81,"Buena Vista San Francisco, CA (37.7685639, -122.44137945)",37.7685639,-122.44137945,size_huge,Height/Cole Valley,"[Regional Park, size_huge, Height/Cole Valley]",ChIJc-fv16uAhYARQNxL3WZRYHw,"[park, natural_feature, point_of_interest, establishment]","Lovely if somewhat unkempt park with partial but fascinating views of the city below.  Take a walk up there; you'll pant because it's steep, but you'll enjoy it.Love the Vista here, great panoramic views of the city. Not particularly well kept up and clean, but cannot beat the view. You'll get a leg workout as well coming from lower areas of town The scenery is awesome! Perfect for a picnic with friends or an outdoor birthday party! 😎💙💛One of the city's hidden treasures, but beware some sketchiness. And this is from a 20 year local who is comfortable with all the local flavor.Great park to run in and best place to run stairs."
120,94118.0,10TH AVE/CLEMENT MINI PARK,Mini Park,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.66,1.0,156,"351 9th Ave San Francisco, CA (37.78184397, -122.46809908)",37.78184397,-122.46809908,size_small,Richmond District,"[Mini Park, size_small, Richmond District]",ChIJxcQNxkKHhYARJ5DvTTAjY9c,[route],no reviews
121,94118.0,LAUREL HILL PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,1.47,2.0,107,"251 Euclid Ave San Francisco, CA (37.78393678, -122.45093931)",37.78393678,-122.45093931,size_average,Richmond District,"[Neighborhood Park or Playground, size_average, Richmond District]",ChIJ9zppSjSHhYARYKwOaWR_tjw,"[park, point_of_interest, establishment]",
122,94118.0,PARK PRESIDIO BLVD,Parkway,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,20.38,1.0,101,"Park Presidio Blvd, San Francisco, CA, (37.78012283, -122.47228457)",37.78012283,-122.47228457,size_huge,Richmond District,"[Parkway, size_huge, Richmond District]",ChIJZU2n3mqHhYARvzZJkK8w5B8,[route],no reviews
123,94118.0,PRESIDIO HEIGHTS PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.44,2.0,109,"Clay San Francisco, CA (37.78847078, -122.4495972)",37.78847078,-122.4495972,size_small,Richmond District,"[Neighborhood Park or Playground, size_small, Richmond District]",ChIJAxA7qDOHhYARiiPusPUhqG0,"[park, point_of_interest, establishment]","One of my favorite playgrounds. Contained. Multiple age areas,  blacktop,  lots of common toys and rides in circulation.  Pretty small and equipment is good for young children 
Great spot!!Wonderful
"
124,94118.0,MURIEL LEFF MINI PARK,Mini Park,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.21,1.0,155,"7th Ave between Geary San Francisco, CA (37.78006464, -122.46500795)",37.78006464,-122.46500795,size_huge,Richmond District,"[Mini Park, size_huge, Richmond District]",ChIJDwhM3T6HhYARmj-H1q9dfQg,"[park, point_of_interest, establishment]",Not much for kids - just a sad little sandbox. Could be a nice place for an adult to sit down for a quiet moment.Quiet oasis. Kids will play for hours in sandbox and climbing trees.
125,94118.0,JULIUS KAHN PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,12.38,2.0,166,"Pacific Ave San Francisco, CA (37.79131306, -122.45397275)",37.79131306,-122.45397275,size_huge,Richmond District,"[Neighborhood Park or Playground, size_huge, Richmond District]",ChIJ-5VzQC6HhYARcutXwB4MICM,"[park, point_of_interest, establishment]","A great playground. Unequaled view while the kids frolic. At the top of the Presidio is Julius Kahn Park, a great place to take the kids (or use the tennis courts yourself).  It's good for all ages.  There's a play structure, basketball court, four tennis courts, a field for baseball or soccer or any other kind of play, as well as a couple of tables good for birthday parties.  There's a decent view and parking alongside the road.  It can get a bit windy there, so bring layers.View of Golden Gate Bridge. 4 tennis courts, basketball, athletic field. Two play structures. Restrooms. Excellent playground. Facilities for all ages."
126,94118.0,ANGELO J. ROSSI PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,6.47,1.0,105,"2 Willard North St San Francisco, CA (37.77874186, -122.45745402)",37.77874186,-122.45745402,size_huge,Richmond District,"[Neighborhood Park or Playground, size_huge, Richmond District]",ChIJfXl9BUiHhYARSerQWUbAQkI,"[park, point_of_interest, establishment]","Expansive playground with many smaller structures over rubber, and a nice low tree for climbing. Pool, 2 baseball fields, tennis and basketball too.Fun place to play some basketball although when windy it can affect your shotsOur Favorite Local Playground"
127,94118.0,MOUNTAIN LAKE PARK,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,12.79,2.0,102,"1 11th Ave San Francisco, CA (37.78724257, -122.4690454)",37.78724257,-122.4690454,size_huge,Richmond District,"[Neighborhood Park or Playground, size_huge, Richmond District]",ChIJqfCTeBiHhYARt_0t7D65SWU,"[park, point_of_interest, establishment]","Great lesser known park in the city w/ a neat dog run area. Not quite as majestic as it's better known neighbor, but great option for a walk w/ the pup.Very cool neighborhood park with a jogging circuit, a bbq area, some tennis courts and a playground. And oh yeah, there's a lake and it's next to the presido which I guess is where the ""mountain"" part of the name comes from. Not really a destination Park but great to have if you live in the neighborhood. big parkBig park with lake and trails. Playground had old wood play structure over sand, a concrete slide, and a roller slide that didn't really work. 4 tennis courts. Restrooms. Hwy 1 is kind of noisy.for"
128,94121.0,ROCHAMBEAU PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.83,1.0,99,"238 25th Ave San Francisco, CA (37.78483852, -122.48454408)",37.78483852,-122.48454408,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJQ7TzcQSHhYAR1adGzN4abRE,"[park, point_of_interest, establishment]",Can be overcrowded during the day as it is used by a school for recess. 
129,94121.0,BALBOA NATURAL AREA,Neighborhood Park or Playground,PSA 1,"Wayne, Lisa",lisa.wayne@sfgov.org,(415) 666-7092,1.84,1.0,174,"Balboa San Francisco, CA (37.77591285, -122.51103949)",37.77591285,-122.51103949,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJ70erkraHhYARAXZhjFQQ2pM,"[park, point_of_interest, establishment]","Because it represents north/east San Francisco' & that's the district I grew up in,nice but grimy @times!Very nice scenery, great place to walk on a weekend.I could live in house near cliff house facing the beach. That would be wonderful. Maybe someday.Such a beautiful place!Nice view"
130,94121.0,ARGONNE PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1.0,97,"18th Ave San Francisco, CA (37.779415, -122.47769976)",37.779415,-122.47769976,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJUz0yChGHhYAR3bKVv95HgeE,"[park, point_of_interest, establishment]","Tennis court, basketball court with new surfaces. Two-story metal and plastic play structure over sand and rubber, in good condition (rubber needs some repairs). Nice grassy areas with trees. A few picnic tables. Restrooms."
131,94121.0,RICHMOND PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1.0,100,"18th Ave San Francisco, CA (37.78513017, -122.47811169)",37.78513017,-122.47811169,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJpwqhARuHhYAR8qUtoxnE9Nc,"[park, point_of_interest, establishment]","Tennis court, 2 basketball courts, 1 multipurpose court all in great condition. Wooden play structure (with sand below) has seen better days. Restrooms, but kinds dirty. No shade (except for the make out bench).Hoop courts are tremendo...Sunny!"
132,94121.0,FULTON PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1.0,96,"855 27th Ave San Francisco, CA (37.7733822, -122.48693405)",37.7733822,-122.48693405,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJ69OPjwuHhYARO4WX8v6tLm0,"[park, point_of_interest, establishment]","A great playground with easy parking. Good for many ages of kids.Nice large set of picnic tables.Nicely renovated in 2013. Separate play structures / areas signed for 5-12, 2-5, and toddlers. Two rope structures. Clean restrooms. One tennis court and 1.5 basketball courts. Needs bike racks."
133,94121.0,RICHMOND RECREATION CENTER,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1.0,172,"251 18th Ave San Francisco, CA (37.78326998, -122.47797676)",37.78326998,-122.47797676,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJbRxxiBqHhYARmRWgANuybI0,"[point_of_interest, establishment]","Love the skateboarding class here. The staff is professional and attentive. It is a beautiful, well kept and clean facility. I am really glad we found this place. The other review, which talks about ""things stuffed to the ceilings"", has nothing to do with the Richmond Rec Center, at 251 18th Ave in San Francisco, which is a relatively new facility which includes a number of activities, including an indoor basketball court, and off-street parking.  It was built on property once called the Sutro Annex, owned by Park & Rec, and then transferred to the SF Unified School District, which used it for temporary school structures. 

After sitting closed and abandoned for years, the SFUSD sold it to developers who planned to build an over-sized multi-unit condo complex on the site. When the local neighbors learned of the project around 1986, and also discovered the rule-bending that had allowed the project to proceed, they formed a group called the Sutro Annex Neighborhood Group, with a membership of over 400.

After over two years of battles at City Hall, fund-raising (including a huge neighborhood garage sale that raised over $3,000 for legal fees), the S.A.N.G. prevailed, stopping the condo project in favor of building the Richmond Recreation Center, with both a unanimous decision in their favor  by the SF Board of Supervisors and a simultaneous executive order from then-Mayor Feinstein. The effect was to re-zone the location to prevent the condos, and to allow the building of the Rec Center. This place is packed with stuff, practically to the ceiling, so my girlfriend and I were excited to start looking through their MTG offerings. Well, sad to say the offerings were very weak, along with a strict 15 minute viewing limitation with a sign that tells people not to waste employees' valuable time. Really? Even with only 1 other customer in the whole store? 

Luckily, we already found a far superior store called Gator Games in San Mateo. If you're looking for standoffish employees and cheesy action figures, go to Cards and Comics. If you're a real player that likes to browse and buy with dorky (but it a good way) employees, skip this joint and head on over to Gator Games. Trust me, it's a much more satisfying experience."
134,94121.0,CABRILLO PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.89,1.0,95,"858 38th Ave San Francisco, CA (37.77286672, -122.49870214)",37.77286672,-122.49870214,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJff8mPKSHhYAR-2myWZYUoHM,"[park, point_of_interest, establishment]","Renovated in 2013. 1.5 basketball courts, 1 tennis court, restrooms. 2 play structures, one of them with a pirate theme, over rubber surface. Slide built into the small hillside."
135,94121.0,LINCOLN PARK,Regional Park,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,112.03,1.0,103,"34th Ave San Francisco, CA (37.78423843, -122.49838278)",37.78423843,-122.49838278,size_huge,Outer Richmond,"[Regional Park, size_huge, Outer Richmond]",ChIJR760Uk2GhYARqZOGfcMz31U,"[park, point_of_interest, establishment]","Small memorial to remember the USS San Francisco. The ship hasn't been destroyed, but she is remember for here participation in a lot of battles in the Second World War. 
Has a parking space which is a great starting point to walk the trail. Also a good starting point for a short walk to have amazing views over the Golden Gate bridge.If you have time to go it's the place to go while staying at the medical centerOld pieces of a ship's hull with artillery holes in it. On top of some nice stairs, but next to a giant parking lot.History and beauty "
136,94121.0,DUPONT COURTS,Neighborhood Park or Playground,PSA 1,"Elder, Steve",steven.elder@sfgov.org,(415) 601-6501,0.82,1.0,98,"336 31st Ave San Francisco, CA (37.78268787, -122.4908331)",37.78268787,-122.4908331,size_average,Outer Richmond,"[Neighborhood Park or Playground, size_average, Outer Richmond]",ChIJ01zxRgeHhYARurgvN2vUuNI,"[point_of_interest, establishment]",
137,94122.0,LOWER GREAT HIGHWAY,Parkway,Golden Gate Park,"Deasy, Jon",jon.deasy@sfgov.org,(415) 831-6307,21.1,4.0,163,"Great Highway San Francisco, CA (37.74928062, -122.50817528)",37.74928062,-122.50817528,size_huge,Sunset District,"[Parkway, size_huge, Sunset District]",ChIJW18Wso6HhYARrvBx4pVEPas,"[park, point_of_interest, establishment]","They really cleaned up this parkGreat beachПрекрасный вид на океан, хотя очень грязно! "
138,94122.0,15TH AVENUE STEPS,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.26,7.0,185,"15th Ave b w Kirkham San Francisco, CA (37.75956493, -122.47226783)",37.75956493,-122.47226783,size_small,Sunset District,"[Mini Park, size_small, Sunset District]",ChIJJ6z6IGGHhYAR8s_qKsMd7tc,"[park, point_of_interest, establishment]","This steps give you a good view of San Francisco, you can see the Golden Gate Bridge if there is no fog. But for the steps it self I like the ""Hidden Garden Steps"" here on Google Maps 15th Ave Steps (just a touch west of this steps) better. They have some beautiful tiles on them, which makes it really intersting to watch. If you around here check out the Moraga Steps south of this once, which lead you up to Grand View Park.Ugh... too many stepsSo many steps Good exercise hiking trail"
139,94122.0,SUNSET PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,3.29,4.0,93,"2201 Lawton St San Francisco, CA (37.75658875, -122.48684698)",37.75658875,-122.48684698,size_large,Sunset District,"[Neighborhood Park or Playground, size_large, Sunset District]",ChIJk4qozICHhYARn3RP2NcOtPM,"[park, point_of_interest, establishment]","This park has great turf fields to play soccer. I have only played 7v7 games there so I'm not sure if it is designed for a full sized field but I imagine that it is since you can run about 3 games of 7v7 at a time. There are bathrooms in the building next door which are very convenient. The parking is always pretty easy since it's way out in the Sunset. Getting there takes a while if you're on the bus but it's a nice neighborhood when you get there.There aren't any restaurants right near by so if you need to eat you should research that ahead of time.Playground is nestled between two schools and a library. Has two new play structures and two rope structures over a rubber base. Two tennis courts, 1 basketball court, 1 multi purpose court and a baseball field are behind. Restrooms."
140,94122.0,GRAND VIEW PARK,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,3.98,7.0,92,"Moraga San Francisco, CA (37.75646571, -122.47180128)",37.75646571,-122.47180128,size_large,Sunset District,"[Neighborhood Park or Playground, size_large, Sunset District]",ChIJFS16LmCHhYAR9-5CGavbV2k,"[park, point_of_interest, establishment]","I love visiting the city, and this park is always on my itinerary. This park in combination to the Tiled Steps always complete my day. The heights from here are simply the best, because it is beautiful from every angle, 360 degrees. Panoramic photos are a must here. It's a great place to take anyone from out of town. It's a lovely spot that will help introduce the beautiful views of San Francisco. A very beautiful park with great panoramic views of San Francisco and Golden Gate Park. I would definitely recommend a visit. This is on top of a hill and when I visited, it was very very windy (as if I was going to get blown over) so make sure you dress appropriately and watch kids if you bring them.Right next to the Moraga Steps! Another wonderful view of the city! And it has some epic Cedar trees to take pictures next to!

It really makes you feel like you are on top of the world! Great place to take visitors to :)I used to love coming to this place because it was so isolated and very few people ventured to the top of the hill. Now it is overcrowded with tourists and locals. 
It is still worth the trip and the steps. An outstanding view from the whole city, perfect for panoramic pictures. Just be fully prepare to take a looong stairway path "
141,94122.0,GRAND VIEW OPEN SPACE,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.65,7.0,12910,"15th Ave San Francisco, CA (37.75507227, -122.47235155)",37.75507227,-122.47235155,size_small,Sunset District,"[Neighborhood Park or Playground, size_small, Sunset District]",ChIJFS16LmCHhYAR9-5CGavbV2k,"[park, point_of_interest, establishment]","I love visiting the city, and this park is always on my itinerary. This park in combination to the Tiled Steps always complete my day. The heights from here are simply the best, because it is beautiful from every angle, 360 degrees. Panoramic photos are a must here. It's a great place to take anyone from out of town. It's a lovely spot that will help introduce the beautiful views of San Francisco. A very beautiful park with great panoramic views of San Francisco and Golden Gate Park. I would definitely recommend a visit. This is on top of a hill and when I visited, it was very very windy (as if I was going to get blown over) so make sure you dress appropriately and watch kids if you bring them.Right next to the Moraga Steps! Another wonderful view of the city! And it has some epic Cedar trees to take pictures next to!

It really makes you feel like you are on top of the world! Great place to take visitors to :)I used to love coming to this place because it was so isolated and very few people ventured to the top of the hill. Now it is overcrowded with tourists and locals. 
It is still worth the trip and the steps. An outstanding view from the whole city, perfect for panoramic pictures. Just be fully prepare to take a looong stairway path "
142,94123.0,YACHT HARBOR AND MARINA GREEN,Regional Park,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,162.16,2.0,112,"Marina Blvd, San Francisco, CA, (37.80677550, -122.44076019)",37.8067755,-122.44076019,size_huge,Cow Hollow/Marina District,"[Regional Park, size_huge, Cow Hollow/Marina District]",ChIJMymzCSmBhYARusKbINa-Ilg,"[park, point_of_interest, establishment]","I love this park, I go to the ocean organ and contemplate life's questions. I love riding my bike around here.. It's such intense beauty. Lots to do and see, go on a sunny day it's the best!I love running here from the Embarcadero. Great views, good people watching. One of the best places in the city for a picnic, game of Frisbee, or to fly a kite. It's nice to have a giant, uncrowded rectangle of space in a big city.

Enjoy the sounds of the Wave Organ at the Marina Green on the jetty across from Yacht Rd near Marina Blvd and Lyon St. Designed by scientists from the Exploratorium, the concrete tubes make sea-powered music when the tide hits them.Great place to hang out. My kids had a great time running along here during our visit to San Francisco. There's a trail that runs parallel to this park.Was a beautiful place to spend time with free parking. Be sure to bring a Frisbee and definitely dont forget to check out the wave organs nearby."
143,94123.0,PALACE OF FINE ARTS,Civic Plaza or Square,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,19.37,2.0,111,"3601 Lyon St & Marina Blvd San Francisco, CA (37.80299898, -122.44851272)",37.80299898,-122.44851272,size_huge,Cow Hollow/Marina District,"[Civic Plaza or Square, size_huge, Cow Hollow/Marina District]",ChIJRb6WFtWGhYARLN9EOlXR2JI,"[point_of_interest, establishment]","This is it!!! 
 that's the place that will inspire you,  and take you out of your routine and make you think for a minute,  hopefully 2-3 or more... 

You simply get swallowed in to the charm and beauty of the place,  and takes you over.. 

My favorite part about this place is that it's always open  24/7 you can come in the middle of the night and enjoy the acoustics as we did or just take a early morning walk... 

I was surprised to See sucha magnificent place in America!  Just saying.  On our trip to San Francisco in October ,I took some beautiful movies on my smart phone, but pictures or movies can't do the PFA justice! The Greco-Roman architecture is mezmerizing, and the grounds are calming and peaceful, even during the day, in this most bustling of cities,San Francisco.You have to see it in person! Really wonderful place to really around on a summers day. Check out the small pond/lake and it would be great for a picnic on the grass. A nice escape a short walk from Chestnut St.This place is absolutely gorgeous. Some of the best most grand architecture in San Francisco. A lot of ducks, swans herons, and turtles in the pond. This would be a nice place to take a picnic basket and a book on a sunny day. The best date spot you'll find in the city. It's great for anytime of the day! I absolutely love coming to this spot just to enjoy the nature and the beautiful architecture. It's simply a lovely, lovely spot that I never mind visiting time and time again. My boyfriend and I frequent here often whenever we're visiting SF, and it's always worth our time. 

The interior is also very nice and spacious. The acoustics are great and you can see most of the stage at any seat :) "
144,94123.0,ALLYNE PARK,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.75,2.0,131,"2609 Gough St San Francisco, CA (37.79746066, -122.42759992)",37.79746066,-122.42759992,size_small,Cow Hollow/Marina District,"[Neighborhood Park or Playground, size_small, Cow Hollow/Marina District]",ChIJYT_cJMOAhYARR_9eCJUnJuE,"[park, point_of_interest, establishment]","Nice quiet park that's great for dogsThis isn't a dog park, but everyone seems to think it is. I love dogs and I don't mind that you let them off their leash, but DO NOT let them run up to people (especially when they're eating) and just assume the person is OK with it. I don't take kindly to out of control dogs that slobber all over me AND my food without a single word of apology or attempt at control from their owners. Seriously.Nice"
145,94123.0,MOSCONE RECREATION CENTER,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,12.07,2.0,132,"1800 Chestnut St San Francisco, CA (37.8021249, -122.43313532)",37.8021249,-122.43313532,size_huge,Cow Hollow/Marina District,"[Neighborhood Park or Playground, size_huge, Cow Hollow/Marina District]",ChIJs_EzfdmAhYAR_vhGLFtHBZg,"[point_of_interest, establishment]","A recreational area for children, baseball, soccer, tennis, and golf practice.I love the park. It is the best place to hit a golf ball, play catch or just hang out. I love to go down and kick a ball around. I suggest it to any one who wants to go to a nice open space. It also has a great library if you are in the mood for a book.Kids got recreated/10"
146,94123.0,COW HOLLOW PLAYGROUND,Neighborhood Park or Playground,PSA 1,"Figone, Joe",joseph.figone@sfgov.org,(415) 713-4997,0.15,2.0,110,"1 Miley St San Francisco, CA (37.79733829, -122.44485143)",37.79733829,-122.44485143,size_tiny,Cow Hollow/Marina District,"[Neighborhood Park or Playground, size_tiny, Cow Hollow/Marina District]",ChIJc52JY9OAhYARSuM4TIcnlQc,"[park, point_of_interest, establishment]","Well contained, shaded, bathrooms, sand, and lots of donated toys. Perfect for littler kids. Nowhere to throw balls or run around,  but good swings and high monkey bars for older kids.At the end of a short street, it's secluded and surrounded by pretty trees. Bonito lugar muy limpio. Exelente para los niños"
