Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood
94133,WASHINGTON SQUARE,Civic Plaza or Square,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,2.26,3,147,"Filbert San Francisco, CA (37.80083781, -122.41002829)",37.80083781,-122.41002829,size_large,North beach/Fishermans Wharf
94133,FAY PARK,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.25,3,184,"2366 Leavenworth St San Francisco, CA (37.80289031, -122.4178443)",37.80289031,-122.4178443,size_small,North beach/Fishermans Wharf
94133,CHESTNUT/KEARNY OPEN SPACE,Mini Park,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.13,3,152,"Chestnut San Francisco, CA (37.80454125, -122.4070907)",37.80454125,-122.4070907,size_tiny,North beach/Fishermans Wharf
94133,BROADWAY TUNNEL EAST MINI PARK,Mini Park,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.03,3,204,"BRdway San Francisco, CA (37.79699682, -122.412901)",37.79699682,-122.412901,size_tiny,North beach/Fishermans Wharf
94133,WOH HEI YUEN PARK,Neighborhood Park or Playground,PSA 1,"Cleveland, Maggie",maggie.cleveland@sfgov.org,(415) 254-8014,0.31,3,170,"922 Jackson St San Francisco, CA (37.79584858, -122.41033649)",37.79584858,-122.41033649,size_small,North beach/Fishermans Wharf
94134,VISITACION VALLEY PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,2.05,10,27,"251 Lel& St San Francisco, CA (37.71240126, -122.40908547)",37.71240126,-122.40908547,size_average,Visitacion Valley
94134,KELLOCH VELASCO MINI PARK,Mini Park,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,1.74,10,26,"Kelloch San Francisco, CA (37.70854271, -122.41314877)",37.70854271,-122.41314877,size_average,Visitacion Valley
94134,HERZ PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,6.68,10,137671,"Hahn San Francisco, CA (37.71348444, -122.41659732)",37.71348444,-122.41659732,size_huge,Visitacion Valley
94134,PALEGA RECREATION CENTER,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,4.97,9,30,"500 Felton St San Francisco, CA (37.72934205, -122.40978)",37.72934205,-122.40978,size_large,Visitacion Valley
94134,LOUIS SUTTER PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,13.92,10,137665,"Wayland San Francisco, CA (37.72245982, -122.41392441)",37.72245982,-122.41392441,size_huge,Visitacion Valley
94134,VISITACION VALLEY GREENWAY,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,2.13,10,177,"Lel San Francisco, CA (37.71476638, -122.40613194)",37.71476638,-122.40613194,size_average,Visitacion Valley
94134,LITTLE HOLLYWOOD PARK,Neighborhood Park or Playground,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,1.31,10,42,"Lathrop San Francisco, CA (37.70996909, -122.39820878)",37.70996909,-122.39820878,size_average,Visitacion Valley
95321,CAMP MATHER,Family Camp,Outside SF,"Castile, Steve",steve.castile@sfgov.org,(415) 841-0856,337.51,NA,10379,"32560 Mather Rd Groveland, CA (37.88160218, -119.85076005)",37.88160218,-119.85076005,size_huge,Groveland
NA,GOLDEN GATE PARK - Section 4,Regional Park,Golden Gate Park,"Stone, Andy",andy.stone@sfgov.org,(415) 666-7003,0,7,756668,NA,NA,NA,size_tiny,NA
NA,GOLDEN GATE PARK - Section 2,Regional Park,Golden Gate Park,"McCormick, James",james.mccormick@sfgov.org,(415) 666-7002,0,7,756666,NA,NA,NA,size_tiny,NA
NA,GOLDEN GATE PARK - Section 1,Regional Park,Golden Gate Park,"Martin, York (Acting)",york.martin@sfgov.org,(415) 753-7094,0,7,756665,NA,NA,NA,size_tiny,NA
NA,GOLDEN GATE PARK - Section 6,Regional Park,Golden Gate Park,"Deasy, Jon",jon.deasy@sfgov.org,(415) 753-7040,0,7,756670,NA,NA,NA,size_tiny,NA
NA,GOLDEN GATE PARK - Section 5,Regional Park,Golden Gate Park,"Giammattei, Joe",joe.giammattei@sfgov.org,(415) 666-7004,0,7,756669,NA,NA,NA,size_tiny,NA
NA,GOLDEN GATE PARK - Section 3 (Arboretum),Regional Park,Golden Gate Park,"Dennis, Brent",brent.dennis@sfgov.org,(415) 753-7271,0,7,756667,NA,NA,NA,size_tiny,NA
