,Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood,attributes,review_blobs,google_place_id
73,94112.0,JOHN MCLAREN PARK,Regional Park,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,312.54,10.0,28,"Mansell San Francisco, CA (37.7180842, -122.41907209)",37.7180842,-122.41907209,size_huge,Ingleside,"[Regional Park, size_huge, Ingleside]","Hella nice trails for hiking or biking, nice Vista views of South San Francisco and Bay Bridge. Kite situation would be on point. Old beautiful park with impressive views, has tennis courts, bathrooms and an amphitheater the Jerry Garcia amphitheater to be specific, this park has history and great big open spaces.Awesome spacious neighborhood park that is very dog and hiking friendly. There is a little pond area that has a children's park with swings and slides to the side and another area with picnic tables and bbq's. Nice views of downtown from the park and can see it being a good option for hosting children's birthday parties. 

Simple and nice park. You could see a view of Downtown San Francisco from a distance.Really great beginner/intermediate MTB trails just a short ride from the center of SF. This park is a big attraction for a lot of the city, so be mindful of off-leash dogs and kids running around. Otherwise, shred the gnar!",ChIJ67-gn-5-j4ARcyjzTqE8ZdU
74,94112.0,ALICE CHALMERS PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,1.68,11.0,25,"670 Brunswick San Francisco, CA (37.7098271, -122.44665065)",37.7098271,-122.44665065,size_average,Ingleside,"[Neighborhood Park or Playground, size_average, Ingleside]","Great service, had a great time. Nice environment, good beer and the popcorn chicken was on point. Worth it!My friend loves the corn here. That is all she talked about. I think it's OK. Fun place to eat though. The karaoke is mostly K-Pop and the American song selection was pretty dismal. The machine was also hard to use and didn't queue up any songs so you had to enter them one by one.

Food, drinks and service were great though!We came here on a late Saturday night after hanging out at the bar, since everyone was hungry and singing was on our mind. Their karaoke room pricing policy is a bit weird, but it's definitely on the pricier end, perhaps because they serve alcohol in the karaoke rooms. We were told it was a flat $20 for everyone to share the room for an hour, but each person would have to order a minimum of $30 of food and drink. Since there were 6 of us, we ended up ordering a lot of food. Fried chicken, tofu soup, garlic fries, rice cake and ramen, seafood pancake, and soju were just a few of the items we ordered. For the soju, you will get exactly 12 shot glass full of drinks from the ""large"" option, which is weird because the size is a ""small"" at other Korean bar places, like Dan Sung Sa in Oakland. 

Karaoke options were okay, not spectacular. No super recent songs, with only a few things from the past year so they don't update their song list often. 

Overall, mediocre food and karaoke experience. Really rude service, they repeatedly interrupted to demand we order more drinks, with a TWENTY DOLLAR MINIMUM for each person. The phone to order drinks was broken and the guy repeatedly talks to me like I'm retarded and it's my fault. Many interruptions by the guy while we are enjoying ourselves throughout our 2 hour time.
 
The guy ejects us a few minutes early like he's military then turns to talk to his friends instead of cashing me out. After a minute I tap him on the shoulder and he rudely complains that he's 'just doing his job' then flat out refuses to cash me out like an insolent teenager until I forced him by bringing up the tip. Just a terrible attitude towards us the whole night, like we were unwanted. Then he includes 18% gratuity on a 3 person group. Go to YamaSho, do not go here.",ChIJcZgi1biAhYARI53LoegJhLg
75,94112.0,LESSING/SEARS MINI PARK,Mini Park,PSA 3,"Watkins, Robert",robert.watkins@sfgov.org,(415) 819-6138,0.15,11.0,14,"Sickles San Francisco, CA (37.70860406, -122.4553029)",37.70860406,-122.4553029,size_tiny,Ingleside,"[Mini Park, size_tiny, Ingleside]",Cute and well landscaped park at the end of a cul de sac. Tiny grassy area and small plastic and metal play structure over rubber surface.Great improvement from the previous layout. Thanks SFPRD.This park smell like human pu..... and  in general the hole park is in bad conditions.. in the afternoon the gangs are the owners of the park. This is a bad situation for our kids. ,ChIJA_wlgCR8j4AR_opGlLbtuq0
76,94112.0,BALBOA PARK,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,24.02,11.0,66,"Ocean San Francisco, CA (37.72494861, -122.44462659)",37.72494861,-122.44462659,size_huge,Ingleside,"[Neighborhood Park or Playground, size_huge, Ingleside]",no reviews,ChIJqRo5aoB-j4ARMHQc7v9KOPw
77,94112.0,EXCELSIOR PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,1.61,11.0,29,"Russia Ave San Francisco, CA (37.7203554, -122.43321862)",37.7203554,-122.43321862,size_average,Ingleside,"[Neighborhood Park or Playground, size_average, Ingleside]","Decent playground and field. Tennis courts need repair badly. Metal and wood play structures over and and rubber. Separate fenced in areas for older and younger kids. Basketball court, tennis court, and baseball diamond. Lots of kids. Clubhouse with restrooms.",ChIJlYCE149-j4ARnz1_LFtpOVU
78,94112.0,CAYUGA/LAMARTINE MINI PARK,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.12,11.0,159,"Cayuga San Francisco, CA (37.73033758, -122.43294264)",37.73033758,-122.43294264,size_tiny,Ingleside,"[Mini Park, size_tiny, Ingleside]",,ChIJ2cnghWJ-j4ARg0dYQivsY9g
79,94112.0,GENEVA AVENUE STRIP,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.23,11.0,21,"600 Geneva San Francisco, CA (37.72046082, -122.44546412)",37.72046082,-122.44546412,size_small,Ingleside,"[Mini Park, size_small, Ingleside]",No good place ,ChIJL1dbFoJ-j4ARXy8FiO2sdJI
80,94112.0,CAYUGA PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,2.69,11.0,15,"301 Naglee Ave San Francisco, CA (37.71388814, -122.45029719)",37.71388814,-122.45029719,size_large,Ingleside,"[Neighborhood Park or Playground, size_large, Ingleside]","Beautiful place hidden in this quaint little neighborhood. If you haven't seen it since it's makeover, you need to check it out. Earplugs for the Bart trains are optional.Seriously one of the best parks if you have kids. Its the ultimate playground in San Francisco. For me I can lounge on the grassy field and throw frisbees and catch sun. Also has a strong community feeling too.Newly renovated playground sunk between Alemany and the BART tracks. Low but expansive play structure with many built-in mechanical toys. Rubber surface. Rope web climber. Basketball and tennis court. Clubhouse with restrooms. Natural landscaping with paths. Very nicely done.I used to play there when I was a kid. It was my favorite playground. As a kid I called it the BART Park because it was next to the BART tracks.",ChIJcyCgOSZ8j4ARlayQUTfoODM
81,94112.0,MINNIE & LOVIE WARD REC CENTER,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,10.3,11.0,19,"650 Capitol San Francisco, CA (37.71577016, -122.45757024)",37.71577016,-122.45757024,size_huge,Ingleside,"[Neighborhood Park or Playground, size_huge, Ingleside]","It's a fun park but at about 6:00 it starts filling up with soccer players,even on the baseball fields!I was and still ammad because I'm a kid and there's a plaque that says a plae to play for all kids.HA!
  The field used to be verycrummy but its very good nowNewly renovated Rec center takes up a full city block. Four artificial turf soccer fields are the biggest feature. The Rec Center building has a courtyard with basketball nets, restrooms, kitchens, and multipurpose rooms. The playground has a rubber base one small play structure, and 1 medium sized play structure, along with a lot of picnic tables and benches.this place is coolAmazing new artifical turf fields! Exquisite!",ChIJaey8JS58j4ARc9AyoyKGqxM
82,94112.0,CROCKER AMAZON PLAYGROUND,Neighborhood Park or Playground,PSA 3,"Taylor, Zack",zack.taylor@sfgov.org,(415) 601-7277,56.46,11.0,164,"Moscow San Francisco, CA (37.7140459, -122.42923866)",37.7140459,-122.42923866,size_huge,Ingleside,"[Neighborhood Park or Playground, size_huge, Ingleside]","Huge fields, both grass and turf.  10? Different full sized soccer fields, with lights for night.I like the park but I hate the loud music that you have to listen to when you are there. It's just super Bass ""BOOM-BOOM-BOOM-  all Day long, everyday.--Also I got realy sick from eating at the food stand. I went down and talked to the guy who playes the music and asked him why it's so loud and he brought up race and he called me a racist.Man this place has changed since I moved here, back when the fields were grass and many of the lights didn't even work. It's now a great place to play soccer. Whoever was in charge of revamping the place went above and beyond. I love playing there and just hanging out. I hope it says this nice. The bathrooms are pretty clean and good. I have seen the snack bar but haven't bought anything there yet. They need a cross walk on Geneva where the bus stops though.Dog friendly,  tennis court,  play ground,  public restroomsgood place",ChIJrW0PhpZ-j4ARuS1A2RkoHQM
83,94114.0,SEWARD MINI PARK,Mini Park,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.37,8.0,73,"Seward San Francisco, CA (37.75761058, -122.44006058)",37.75761058,-122.44006058,size_small,Castro,"[Mini Park, size_small, Castro]","What a great little park!   They don't build slides like this anymore.  This one is better than the others in GGP.A hidden gem in the city.  The park is super tiny, but known for it's concrete slides.  This will definitely bring out the little kid in you, and your inner dare devil.  The slides are pretty steep, so you get some decent speed.  You might even catch a little air (as was my experience).  There are usually pieces of cardboard at the park for you to use as your sliding mat (helps you go faster).  For the real thrill seekers, you can add sand to help you go even faster (not my choice - it goes fast enough without the added help).  A tip: keep you arms down by your side or you might bonk them if you catch air.  SO FUN! On a recent business trip, my coworker and I needed a little break in the day. Seward Street Slides came up in our search, so we headed over. 

SOOO fun to ride down these slides - literally in the middle of a neighborhood. 

Previous sliders had left cardboard, so all we had to do was pick up a cardboard box, make our way to the top and sliiiiiiiiiide down! 

Was the perfect break to the day - always fun to feel like a kid again - even if it only lasts for 10 minutes. (:Put this on your bucket list of ""lesser known things to do in the city"".

Its a reasonable walk from Dolores. hint: walk along 18th and then head south - if you walk along 20th you'll walk over 2 MASSIVE hills that, unless you need to build up some calf muscles, are totally unnecessary. 

Its not too difficult to find the slides.  They really are fun!  Bring your sense of adventure, rummage through the nearby recycling bins for a few pieces of cardboard to slide down on (please put them back), and giggle like you did in kindergarten!

A sign there says ""No Adults Unless Accompanied by a Child"".  This seems cute and quirky and we had a good laugh when we saw it.  

However....

...

The nearby residents are nasty as can be.  We had slid down twice, yelping and giggling with glee when one of the women arrived and started screaming like a banshee at us.  She told us it was meant for children only and NOT for adults and that we were being inconsiderate and horrible people for enjoying this public space.  We apologized and promised to keep it down, but this wasn't enough for this woman, she continued like a nagging fishwife.  She didn't even ask us to keep it down nicely.  She completely aggressive.  We were there at 2pm on a Saturday, in a space that is public property!  I could understand a good ear full if we were raucous, making a noise at an unreasonable hour and had done so for a long time.  However, we had literally been there for about 3 minutes.

Anyway my advice is to either keep it down, or otherwise be prepared to be yelled at or get into a fight with the witches - take someone who is good at arguing!  (a park is public property for everyone to enjoy, and I didnt think a few yelping sounds are beyond the noise ordinance's range.)  

One last thing.  It says that the park, on one sign, is open from sunrise to sunset and on another sign it says it closes at 5.  So I don't know about opening times...  I didn't see fences so I don't think they lock it up?  But reading some others' posts I am probably wrong.This place may be hard to find: just proceed South on Douglass past that nice Victorian, and turn left onto Seward just before Douglass turns into steps. If you do climb the steps, turn right onto Corwin and stop to read the poem etched into the sidewalk. My experience: better than the Esmeralda slide, it has a smooth cement surface enhanced by the use of cardboard. If you might want to slow down (why?) you can use gloves. Corwin community gardens are just uphill but why stop there when Kite Hill is so close? Closed Mondays but this is probably not enforced.
",ChIJDXbCwwV-j4ARQMfqfHS_h6o
84,94114.0,NOE/BEAVER COMMUNITY GARDEN,Community Garden,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,0.11,8.0,64,"Noe San Francisco, CA (37.76491711, -122.4334455)",37.76491711,-122.4334455,size_tiny,Castro,"[Community Garden, size_tiny, Castro]",,ChIJFZMe5Rx-j4ARJ12lIUdLNFw
85,94114.0,CORONA HEIGHTS,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,13.38,8.0,80,"Roosevelt San Francisco, CA (37.76497671, -122.43879691)",37.76497671,-122.43879691,size_huge,Castro,"[Neighborhood Park or Playground, size_huge, Castro]",no reviews,ChIJBVzkalK46oARbQ3Bq-am1Gc
86,94114.0,KITE HILL,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,2.87,8.0,74,"Yukon San Francisco, CA (37.75824114, -122.44166171)",37.75824114,-122.44166171,size_large,Castro,"[Neighborhood Park or Playground, size_large, Castro]","I love kite hill! The views are beautiful & it's a great place to bring your dog for a walk. I live only a few blocks away so it is one of my favorite parks to go to. Used to be a neighborhood secret place. Kite Park. *sigh* Something magical happens to me every time I come here. It's so beautiful and at the perfect time if you sit on that single bench. The fog will roll down into the park and cover everything...a great wonder.I was impressed by the variety of this relatively small place: meadow, rocky outcropping, shaded paths, old houses. Tip: bring a windbreaker: not for nothing is this place named Kite Hill.Beautiful view of the city & market street at night.",ChIJ8eYJfQZ-j4ARwZ1uy0rpLLc
87,94114.0,MISSION DOLORES PARK,Neighborhood Park or Playground,PSA 6,"Field, Adrian",adrian.field@sfgov.org,(415) 717-2872,15.94,8.0,63,"19th San Francisco, CA (37.75975506, -122.42709405)",37.75975506,-122.42709405,size_huge,Castro,"[Neighborhood Park or Playground, size_huge, Castro]","Plan: Go somewhere to get a burrito, walk a few blocks to Dolores, sit, eat, and watch dogs run around. The perfect start to any day! This park is small and hilly which makes for a nice overlook of the city. I felt very safe walking through at night and during the day. Always hoppin with people tossing frisbee and playing with dogs.I love what they've done with the place.  Great views, bad parking, but colorful people.  Families and hipsters, all mixing together.Sept 2015 - Large park with a sloping hill. On a nice warm day, you'll find it crowded with people from all walks of life. It's great for people watching and just letting the day pass. I won't recommend the public toilet here so best to walk to one of the nearby cafes instead.My favorite park in San Francisco. Great for people watching and catching the best weather you will find in the city. Pick up some champagne, cheese and bread and bask in the sun. The city recently has done huge renovations to make the park even more beautiful and upgraded. Best spot to check out is the make-out bench as the highest corner. Enjoy one of the best views of the city.Warm sunny weather and green grass is all it takes for this park to fill up like they are showing movies or something.

I don't know the history of the park or who Dolores is, but it's been completely engulfed by the surrounding Castro.

Double slopped with the tennis courts at the bottom it's 80% grass with trees lining 2.5 of the 4 sides. Lots of urination and drinking going on around the edges and treeline, but for the most part it's easily the most popular park in the city for it's size, though not the larges, nicest, but it's capita use is legit.

Parking on weekends sucks, I think that's why it's always packed because so many locals just walk here while the tourists load the spots to go around the area versus the park.

There are a few kids playing, parents lounging, couples making out, lots of shirtless and pantless people along with tennis players, but the mix is way more local. Weekends are the worst and could circle for an hour without finding a spot and end up parking way far away, maybe even out of Castro.",ChIJp3CqeRd-j4ARYI0i8e_kGKY
88,94114.0,PEIXOTTO PLAYGROUND,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.79,8.0,195,"15th St San Francisco, CA (37.76578838, -122.43790519)",37.76578838,-122.43790519,size_small,Castro,"[Neighborhood Park or Playground, size_small, Castro]","Great service, had a great time. Nice environment, good beer and the popcorn chicken was on point. Worth it!My friend loves the corn here. That is all she talked about. I think it's OK. Fun place to eat though. The karaoke is mostly K-Pop and the American song selection was pretty dismal. The machine was also hard to use and didn't queue up any songs so you had to enter them one by one.

Food, drinks and service were great though!We came here on a late Saturday night after hanging out at the bar, since everyone was hungry and singing was on our mind. Their karaoke room pricing policy is a bit weird, but it's definitely on the pricier end, perhaps because they serve alcohol in the karaoke rooms. We were told it was a flat $20 for everyone to share the room for an hour, but each person would have to order a minimum of $30 of food and drink. Since there were 6 of us, we ended up ordering a lot of food. Fried chicken, tofu soup, garlic fries, rice cake and ramen, seafood pancake, and soju were just a few of the items we ordered. For the soju, you will get exactly 12 shot glass full of drinks from the ""large"" option, which is weird because the size is a ""small"" at other Korean bar places, like Dan Sung Sa in Oakland. 

Karaoke options were okay, not spectacular. No super recent songs, with only a few things from the past year so they don't update their song list often. 

Overall, mediocre food and karaoke experience. Really rude service, they repeatedly interrupted to demand we order more drinks, with a TWENTY DOLLAR MINIMUM for each person. The phone to order drinks was broken and the guy repeatedly talks to me like I'm retarded and it's my fault. Many interruptions by the guy while we are enjoying ourselves throughout our 2 hour time.
 
The guy ejects us a few minutes early like he's military then turns to talk to his friends instead of cashing me out. After a minute I tap him on the shoulder and he rudely complains that he's 'just doing his job' then flat out refuses to cash me out like an insolent teenager until I forced him by bringing up the tip. Just a terrible attitude towards us the whole night, like we were unwanted. Then he includes 18% gratuity on a 3 person group. Go to YamaSho, do not go here.",ChIJcZgi1biAhYARI53LoegJhLg
89,94114.0,SATURN STREET STEPS,Mini Park,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.1,8.0,79,"Saturn San Francisco, CA (37.7626853, -122.44055619)",37.7626853,-122.44055619,size_tiny,Castro,"[Mini Park, size_tiny, Castro]","Nice, as far as steps go. It's great that there's a small park like this in the middle of SF, but I grew to hate waking up these steps on the way home from work each day.One of my new favorite places to sit.",ChIJz7Fg0AN-j4ARjuMlPpw6HU8
90,94114.0,ROOSEVELT/HENRY STEPS,Mini Park,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.34,8.0,107857,"299 Henry St San Francisco, CA (37.76655956, -122.43732268)",37.76655956,-122.43732268,size_small,Castro,"[Mini Park, size_small, Castro]",missing,missing
91,94114.0,NOE VALLEY COURTS,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.93,8.0,72,"24th San Francisco, CA (37.75140324, -122.43892096)",37.75140324,-122.43892096,size_average,Castro,"[Neighborhood Park or Playground, size_average, Castro]","Never been here before,just wanted to be the first to write a ""review"". lol. other than that, 10/10 FABULOUS!!!!!!!!",ChIJx9JQJAx-j4AR7uPgb2yOFoY
92,94114.0,STATES STREET PLAYGROUND,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,2.76,8.0,200,"86 States St San Francisco, CA (37.76380044, -122.43785312)",37.76380044,-122.43785312,size_large,Castro,"[Neighborhood Park or Playground, size_large, Castro]","Indispensable programs both indoor and outdoor and San Franciscans of all ages. They are great.What kind of policy no credit back when you cancel class????
",ChIJ42ZONk6HhYARwEJ9wmaJYZI
93,94114.0,Corwin Community Garden,Community Garden,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.09,8.0,164221,"410 Douglass St San Francisco, CA (37.75723015, -122.43902313)",37.75723015,-122.43902313,size_tiny,Castro,"[Community Garden, size_tiny, Castro]",,ChIJbShckAV-j4ARMtmZ9vL1Hq8
